Name,"Screen name","Twitter ID",Location,Biography,"Created date",Followers,Following,Tweets,Favorites,Website,"Time zone",Geo-enabled,Verified,Language,Protected,"Profile image URL"
"Honda SneedT90",HondaSemite,"ID 913023465732689920",," ","Wed Sep 27 12:52:12 +0000 2017",195,394,16939,51558,,,Enabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1393406465059266564/9mT2mPHs_normal.jpg
LindyTrout,LindyTrout,"ID 1397266105765449741",," Interested in trout, game birds, poker, history, painting, the Midwest, and tasteful interaction.","Tue May 25 18:59:51 +0000 2021",1313,663,3704,22425,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1593658568082956291/E9lp1hwB_normal.jpg
なお,NicoNicoNaoNi,"ID 1566181460519706625",," ラブライブ！","Sat Sep 03 21:49:57 +0000 2022",94,348,2633,8290,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1566927135134035968/QiO0EX0h_normal.jpg
logan🌲,emolifter,"ID 1323092293742743552",," 15 year old. harvard bound . bar bell weightlift bodybilder . bitecoin #btc","Mon Nov 02 02:39:28 +0000 2020",178,253,387,5313,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1545091958762348546/xIJlWXb0_normal.jpg
℗,legochrist,"ID 1526568451044777998","🚂 ✞ ☤"," ","Tue May 17 14:21:10 +0000 2022",778,670,27864,95115,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1586523579331629057/9VZFDQ0__normal.jpg
emhx,emhxxxx,"ID 765325355720773632",emhx#6180," art enjoyer / idiot","Mon Aug 15 23:12:38 +0000 2016",274,4534,724,309543,,,Enabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1335882533905510401/2OcM3I94_normal.jpg
"WaII St Retαrd",FunNormalGuy,"ID 1481443120738885637",," Bro.. ?","Thu Jan 13 01:49:07 +0000 2022",2894,458,1378,35273,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1481447374614577155/krgxKNiG_normal.jpg
"Liquid silver🥀",Denneisk,"ID 555289764","evropa city, oklbahamo"," hrngh, something good happened, huh?","Mon Apr 16 15:32:22 +0000 2012",1258,579,21763,242631,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1567491224050753536/WfoxuJA3_normal.jpg
🌁,bretuwaruda,"ID 1586571879443316737","i Am brett"," Welcome 2 My Mind…","Sun Oct 30 04:13:15 +0000 2022",1098,2176,6038,8397,http://angels-heaven.org,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618085480117014528/BbcqNi7Y_normal.jpg
murderrapist,WuWeiRape,"ID 1587171089129607168",Gensoukyou," cheese, coffee, cute anime girls, fire and blood","Mon Oct 31 19:54:19 +0000 2022",145,677,536,15489,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1615176737607847937/RfmX-ZzE_normal.jpg
アリス紅魔🌕🦇,Arisupilled,"ID 1517179402605449223","Scarlet Devil Cutie Mansion"," Take it easy, okay? Divi Filius and Propagandist for the Scarlet Empire. Onward, to the City of Night and Stars.","Thu Apr 21 16:32:38 +0000 2022",1160,552,15251,26509,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619556606022238208/D3dfMEpU_normal.jpg
bambi,follow_bambi,"ID 1388019750706552832",," shitty soundcloud rapper | single mom | 32 years young | CNA 💉 | not here for hookups | barely on this app ask me for my snap | #bambigang","Fri Apr 30 06:38:05 +0000 2021",918,513,2628,3475,https://soundcloud.com/user86170670,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1470308811684691971/J3GkdsDD_normal.jpg
"Nyxem the Banished",comatose_loli,"ID 1586846049242648578",," Elon the betrayer","Sun Oct 30 22:22:51 +0000 2022",108,1696,1287,2100,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1594738306318729222/wHBXwIn__normal.jpg
eternalpain,retardkampf,"ID 767246206510653440",," ","Sun Aug 21 06:25:25 +0000 2016",0,270,0,3018,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1339508870998179841/qMz9Q3-N_normal.jpg
"Dick Richardson",DickRic18750254,"ID 1381426713868038144",," ","Mon Apr 12 02:00:22 +0000 2021",9,53,306,25235,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1381427241477890048/FwQxxHoo_normal.jpg
Jack,Idolmasterbator,"ID 1515076857758113802",," Try again jannies :^)","Fri Apr 15 21:17:28 +0000 2022",68,118,1252,3316,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1515519081356615690/qJ16qnXe_normal.jpg
"H0N3Y HSTT",noirpilledagain,"ID 1586934210694086661",," i bring the 🍯 and the 🍬 and we have a 🍵 time :)","Mon Oct 31 04:13:07 +0000 2022",285,408,2424,18137,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1586934266520371201/5Ooqdc-h_normal.png
magnot,magnot11,"ID 1340507819041116160",," ","Sun Dec 20 04:02:55 +0000 2020",3,50,25,1025,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1340514327749541890/kkaZ2kna_normal.jpg
✝️IkeCrockett,IkeCrockett,"ID 2215879679",," Anime Girl Enthusiast | Bashar Al-Assad Supporter","Mon Dec 09 15:08:10 +0000 2013",166,386,56316,858,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1221966869738983425/6u84cAnF_normal.jpg
wyatt,martsharter,"ID 1588535716560216064",," ","Fri Nov 04 14:16:49 +0000 2022",3575,529,625,716,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1588538761192816643/X9HpFe5u_normal.jpg
◤Spectralist◥,demispectral,"ID 1587227690032975873","Shadow track"," true soulsight user","Mon Oct 31 23:39:38 +0000 2022",1475,593,1707,8135,http://t.me/holobvnker,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618039791496613888/zxDdYw_k_normal.jpg
"7-1 t",LoliArmpit,"ID 1588491827019128835",," Hey","Fri Nov 04 11:24:29 +0000 2022",584,173,2727,4036,https://discord.gg/H7t4uxBWBw,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1588492578932105216/qZXWzO9L_normal.jpg
Ronoc,RonocWumbo,"ID 878330492","The American Gardens Building "," Worldstar HipHop Fan | Satirical account","Sat Oct 13 17:40:41 +0000 2012",1035,1123,70019,102464,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1514780608567779343/Hps36z5Y_normal.jpg
"The Guy From Banner Saga ❄️",AlettesDad,"ID 1581875065829953536",🐍," world famous peeper","Mon Oct 17 05:09:45 +0000 2022",200,168,6602,10186,http://twitch.tv/darnsure24,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1606522710758244352/_6m6j4Hf_normal.jpg
"King Fisher",IGotFishToCatch,"ID 2232133284",," ","Thu Dec 05 23:06:35 +0000 2013",267,176,362,10151,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1291932039097323520/tZIkocDV_normal.jpg
"Tax 𓆏",Tax1488,"ID 1366593297708429318",🥀," ","Tue Mar 02 03:36:55 +0000 2021",2239,454,6527,20482,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609710927296741376/usW12xm3_normal.jpg
miso,HoushouHitler,"ID 1586813895213195267",," corrected & executed","Sun Oct 30 20:15:44 +0000 2022",165,1293,4243,14512,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1618308828268748817/1bbDqjJA_normal.jpg
🌊Matty🌲,BigSurLifeguard,"ID 1732267560",Broth3rhood," New Wave Filmmaker | Enemy of the state","Thu Sep 05 15:39:55 +0000 2013",5497,197,4920,17587,https://youtu.be/-Yv2iGG8d8I,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1336081088024891393/NGSz4Rkq_normal.jpg
"Earl Acton",earl_acton,"ID 1280055207519494145",," I like this bubble.
Territory: Absolute","Mon Jul 06 08:27:57 +0000 2020",69,151,2621,7395,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609083493467783168/5HU9OPa-_normal.jpg
Bill,BillPilled,"ID 1366913111152873473","Locksneed Fartin"," on a journey to overcome my addictions of alcohol, caffeine, refined sugars and white women.","Wed Mar 03 00:47:49 +0000 2021",1817,1801,592,88653,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1599121504364535808/j5ivX5v4_normal.jpg
Goo,BronyRepublican,"ID 1411073460072239109","The South"," Electrical Engineering Student | 5'4
☕🐓","Fri Jul 02 21:25:12 +0000 2021",1652,740,2327,7355,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1595684316218101760/xM2IBg4q_normal.jpg
"𝘾𝙃𝘼𝙊𝙎 𝙍𝙀𝙄𝙂𝙉𝙎",reigning_chaos,"ID 19729919"," hyperborean tundra"," 😊","Thu Jan 29 19:52:55 +0000 2009",505,503,1556,35610,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1513744154265849857/I9xaShxm_normal.jpg
"Strokes fan #926415",NantesSurfer921,"ID 1361766068025458692","up at costco"," dyslexic
don't take it seriously...","Tue Feb 16 19:56:13 +0000 2021",684,833,32999,142559,https://www.youtube.com/watch?v=dqOIonni7-Q&t=104s,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1539883731002875905/I96fYp4Q_normal.jpg
Jake,35pHitIer,"ID 1586883057147060226",," Expect Miko","Mon Oct 31 00:49:47 +0000 2022",246,1040,6495,22600,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1586885550732189696/XLGaMpeW_normal.jpg
"lil angel",femcelfujo,"ID 1321176243006513154","☆ 88 ☆ read pinned ☆"," 22 ☁️👼🏻☁️ #ilovemybf ♡ @SemataryFan69 ♡","Tue Oct 27 19:45:46 +0000 2020",211,997,12919,8534,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1618785377027768320/aUs4CF2T_normal.jpg
Samegaki,samegakidesu,"ID 1587419269029335040","United States"," 正直","Tue Nov 01 12:20:58 +0000 2022",47,621,298,3423,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1587586394759008256/SC24Atrp_normal.jpg
jelly,teehee__123,"ID 1588213933650870276",," ","Thu Nov 03 16:58:19 +0000 2022",101,86,1060,4617,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1588214419061972992/KOW0Afpc_normal.jpg
"MR. MEAT 🪓🏕🇨🇦",dindumuffin01,"ID 1188893517097164800",," MJ truther 🔞🕺🏿- Differently-Abled💪 {im 14} … 🚬🚼","Mon Oct 28 19:01:35 +0000 2019",476,591,4160,52872,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1467168189696122882/ShvOeTZ1_normal.jpg
"American Lad",Americazlad,"ID 1490594898424311812",," Comedian.","Mon Feb 07 07:55:05 +0000 2022",6009,879,2636,26160,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1609608652154880002/dD4p-5Tg_normal.jpg
berzey,SolitudeSerene1,"ID 1414807675628621827","corndog stand on route 66 "," Forklift Certified! and I have my fishing loicense. I just collect pokemon cards, drink and watch gunsmithing videos or Vtubers.  
golf
PC
anime retweets","Tue Jul 13 04:44:00 +0000 2021",97,310,5636,24622,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1538029676949409792/B9Neiazg_normal.jpg
poppopoipo,donetos123,"ID 1167290288424906753",," icon: @gyaheung","Fri Aug 30 04:17:52 +0000 2019",3,1675,22,38124,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1588435189633454080/QK7l7Lqv_normal.jpg
"Attack on Titan Wiki",djoats02,"ID 4367813116",Jacurutu," ","Fri Dec 04 03:00:27 +0000 2015",50445,2081,31648,201069,https://myanimelist.net/animelist/djoats,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1337077109018275848/Q-k8N77M_normal.jpg
Butai卍Cunny,butai_cunny,"ID 1481929607851003906",," Throughout heaven and earth, I alone am the brilliant one.","Fri Jan 14 10:03:41 +0000 2022",214,246,9149,29637,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1615050039423864846/9bXrX23h_normal.jpg
lv,telstar98,"ID 1586830893125025793",," ","Sun Oct 30 21:22:32 +0000 2022",30,116,7,751,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1594117810799595522/suubEXV4_normal.jpg
"【Baba Yaga】",ThuleanThighgap,"ID 1388131546662543363",," (๑´ˬ`)ノ🥃","Fri Apr 30 14:03:04 +0000 2021",334,315,851,12453,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620637288815538178/SYF5IKhh_normal.jpg
"Esoteric TriFoxism",Godwinspic,"ID 1366421354711375872",kickassia," juice! - professional Fact Checker - Fauci’s Strongest Soldier #GoatMilkPilled 🐐🥛💊 ACAF","Mon Mar 01 16:14:13 +0000 2021",359,1768,18923,172951,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613724238296268801/xiSBlpbN_normal.jpg
Cammyyy,KyoukoShoulders,"ID 1586832009208336384",YRYREnjoyer#6011," hehe xD","Sun Oct 30 21:27:15 +0000 2022",229,473,2089,10670,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1586833456981430272/WVdFoGHl_normal.jpg
"𝐵𝒶𝓇𝒹𝒶𝒾𝓈𝒶𝓃𝒾𝓈𝓉 𓆙",insectbrah,"ID 1122611217216888833","Priv: @pennepentti"," theology . nature . art . literature {not political} Good Christian, drainer, outsider artist, arthoe, angelic being, Author of Somnambulisms out now ⬇️","Sun Apr 28 21:19:06 +0000 2019",9729,830,52519,170779,https://www.barnesandnoble.com/w/somnambulisms-dylan-joaquin/1142812864?ean=9798823160056,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1596959926206681090/-tj_vKyO_normal.jpg
"🌲 DQ 🌲",DQ49428408,"ID 1403436686802100224",," I liek fishing and skiing","Fri Jun 11 19:39:30 +0000 2021",170,285,2842,33149,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1491308582612074499/AbUK5c1L_normal.jpg
"𝔹𝕀𝔾 𝕋𝕆ℕ𝕐 (ᗩᒍ) 🎣🏁",MisterNautilus,"ID 801261518939623424",[REDACTED]," 𝘥𝘳𝘪𝘷𝘪𝘯𝘨 𝘧𝘢𝘴𝘵 & 𝖗𝖎𝖕𝖕𝖎𝖓𝖌 𝖆𝖘𝖘","Wed Nov 23 03:10:07 +0000 2016",77,208,9786,31077,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1553807235008151553/xmI1H09G_normal.jpg
"5+1 t",LoliArmpitSniff,"ID 1350727050261311491",," Hey","Sun Jan 17 08:50:08 +0000 2021",155,131,324,447,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1587968325140766722/E5M40Non_normal.jpg
Pottydactyl,Pottydactyl,"ID 703812124246544385",," Fish mang / 24 / Animu, Sponge, Sopranos / #RodgersOut / AZ / Discord: Pottydactyl #4835 / Steam, Anilist, poa st, Etsy: Pottydactyl / Backup: @Pottydact2l","Sun Feb 28 05:21:01 +0000 2016",458,973,96676,117131,http://the-pottydactyl.tumblr.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609380325238673408/eNR3v5Bl_normal.jpg
Reo,snomonky2,"ID 1423105687232540676",," Reo v.3.0","Thu Aug 05 02:16:58 +0000 2021",82,88,613,998,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1573043022597685250/6jU5CosA_normal.jpg
☤Anson☤,mycolator,"ID 1267910873202528260",Agartha," #NormanTwitter

R1b Gang","Tue Jun 02 20:08:14 +0000 2020",491,1807,237,39924,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1431061954962014213/Xb6P4Oa8_normal.jpg
"🌲🌳 Ike 🌳🌲",Autistlke,"ID 715645157689978883","Boston, MA"," That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government","Thu Mar 31 21:01:16 +0000 2016",1235,627,60232,245309,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1250186342690152448/zfqUF6MX_normal.jpg
Scott,oldhead_scott,"ID 1567489979147763718","South Carolina, USA"," Appalachia trout bum 🎣","Wed Sep 07 12:28:38 +0000 2022",328,263,3477,5760,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1607225935480213505/Xk_MPxeT_normal.jpg
"🌲SquirmyWormy 🪱🐟",SquirmyWormy69,"ID 1385387445114519553",," I like to go fishing. All the best fishing is posted. Professional trespasser.","Fri Apr 23 00:18:53 +0000 2021",161,185,1328,7403,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1421959452144640002/KxAvwszC_normal.jpg
"Jωn Gλvbb",monachinae,"ID 1921716092",ᛉ," Glades and canyons, sight unseen, locked beneath the swirling green","Tue Oct 01 00:20:25 +0000 2013",267,266,14729,28428,https://www.californiaherps.com/salamanders/salamanders.html,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1621374445557526528/k0-viBlo_normal.jpg
Clark,bogspectre,"ID 1080395198515929093",," Man, the toolmaker.","Wed Jan 02 09:27:42 +0000 2019",2269,303,11129,47028,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1491308908832444416/urhuPcyx_normal.jpg
"PΛЯIΛBㄥΣ 指揮官",Pariable,"ID 817156479044161536",BØRGERLÄND," [GFL fren ID:43517]","Thu Jan 05 23:51:01 +0000 2017",256,612,101096,293511,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1477719912990793736/HPHm7ZtS_normal.jpg
"Sencchi 🌸",s3ncchi,"ID 1544944165544394754",✝️," Silly ghost 🌸 / XIX / M / 🇳🇴 / 🌲🟩⬛️ / Don / Wizazard🍃 / shitposter / Sen#3262","Thu Jul 07 07:19:40 +0000 2022",3708,505,10003,41739,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611828978326843395/6JV4YKg-_normal.jpg
"Dark Lain",sunburnedLain,"ID 442398127",," white guy, black lain | L2 mtg judge","Wed Dec 21 02:40:05 +0000 2011",591,289,24169,37476,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609279430320340995/g2NFrgnX_normal.jpg
"Beef Rembrandts",BeefRembrandts,"ID 1236517907796054016","612 Wharf Avenue"," Infrequent drawings and wideposting
Very passionate about Yuuri
No comms
Banner by @NyzTsune","Sun Mar 08 05:03:46 +0000 2020",7776,604,3530,38706,https://www.pixiv.net/en/users/87861269,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611579996312637441/0xQzasOM_normal.jpg
"tireless 🇺🇲 (parody)",lovepolicewomen,"ID 1397786297733951488","@basedguitar @iloveshionaqua"," parody","Thu May 27 05:26:58 +0000 2021",849,664,31920,83890,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1598207417963134976/uqRKI45__normal.jpg
"Tom S",AniOutdoor,"ID 1585704330946088972",," ","Thu Oct 27 18:46:29 +0000 2022",14,56,168,516,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1585704504342757382/XvE7vt2S_normal.jpg
